,allInPings,assistMePings,assists,baitPings,baronKills,bountyLevel,champExperience,champLevel,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodKill,firstTowerKill,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,itemsPurchased,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,sightWardsBoughtInGame,summonerLevel,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
7675,0.0,40.0,73,0.0,1,9,116970,18.0,76.0,15,20753.0,101235,20753,188612,0.0,55,7,8,3,27.0,0.0,False,False,19.0,91743,81585,2.0,2,5.0,10.0,114,14,55,2164,18,11,736.6,331658,55399,112399,0.0,222,1,0.0,4.0,0,89.0,0,808670,110433,113955,1.0,1,0,134.2,164,2763.0,154.0,1231318,179531,6758,245299,14.0,90204,15302,817,1494,2209,20,1,90987,13694,18942,10,20.0,40.0,0,0.0,199,7,17,91,True
7676,6.0,36.0,49,6.0,1,13,85801,16.6,30.0,32,23618.0,88676,23618,140070,0.0,18,18,2,4,10.0,2.0,True,False,6.0,67626,62125,1.0,3,4.0,0.0,115,9,38,1087,19,7,1140.2,238718,41671,47904,0.0,168,1,0.0,3.0,1,48.0,0,556019,64042,74275,2.0,0,0,95.4,157,2204.0,0.0,866898,109656,2547,137845,0.0,23565,564,662,1052,749,7,1,72155,3939,15662,10,21.0,10.0,0,0.0,159,20,10,77,True
7677,3.0,18.0,18,0.0,0,0,78192,16.0,42.0,17,5338.0,44394,5338,118574,0.0,38,8,4,1,31.0,2.0,False,False,2.0,58716,54885,0.0,0,0.0,15.0,104,5,18,771,11,6,806.6,277643,44320,45343,2.0,138,0,5.0,0.0,0,20.0,0,487818,42494,94437,0.0,0,0,130.2,128,2204.0,0.0,838884,102478,0,143722,0.0,14957,0,680,1268,1296,5,0,73419,15660,3937,2,3.0,55.0,0,1.0,189,10,24,68,False
7678,2.0,15.0,16,0.0,0,1,48007,12.2,37.0,15,13292.0,38203,13292,54107,0.0,43,3,2,1,15.0,4.0,False,False,3.0,44082,49308,2.0,0,0.0,10.0,94,2,21,1048,5,7,496.2,172839,37162,45260,0.0,74,0,5.0,0.0,0,28.0,0,232829,29850,55758,4.0,0,0,234.8,60,1497.0,57.0,438616,68975,0,103997,0.0,16909,439,367,594,1008,9,0,32943,1960,2974,4,10.0,45.0,0,0.0,87,5,5,45,False
7679,3.0,16.0,41,2.0,1,8,60885,13.8,14.0,29,19696.0,66926,19696,57632,0.0,21,5,5,2,6.0,12.0,True,False,1.0,53758,48475,2.0,2,4.0,0.0,94,13,43,680,20,8,553.4,183329,44995,39656,1.0,133,1,0.0,3.0,0,46.0,0,323123,38424,56031,2.0,0,0,270.4,140,1497.0,74.0,551507,86398,30,97651,23.0,27277,178,473,1520,523,6,0,45053,2977,1958,9,18.0,20.0,0,2.0,85,7,7,35,True
7680,3.0,5.0,4,0.0,0,0,37570,10.2,2.0,19,403.0,3276,403,40432,0.0,26,3,1,0,50.0,2.0,True,False,4.0,30108,26140,3.0,0,0.0,15.0,63,2,11,898,6,5,440.4,35578,5787,34856,0.0,76,0,5.0,0.0,0,13.0,0,213582,26745,32467,1.0,0,0,178.8,74,1406.0,0.0,275856,34099,0,72644,0.0,9291,73,317,1194,666,5,1,26692,1565,5315,0,0.0,55.0,0,0.0,33,3,2,20,False
7681,0.0,23.0,24,0.0,0,11,54177,13.0,27.0,18,26733.0,54089,26733,46052,0.0,12,4,2,2,48.0,2.0,False,False,10.0,47753,39660,1.0,3,9.0,0.0,78,7,26,1085,18,6,821.6,193655,33487,7610,1.0,110,1,0.0,5.0,0,24.0,0,228279,19628,55405,1.0,0,0,124.6,92,1406.0,0.0,496941,58433,729,68583,0.0,25625,2117,504,1501,311,14,0,75001,5315,5562,11,23.0,0.0,0,0.0,104,6,6,39,True
7682,6.0,9.0,40,14.0,1,12,56168,13.2,30.0,27,14037.0,71823,14037,51541,0.0,14,5,2,3,18.0,2.0,True,False,0.0,50015,46450,3.0,1,3.0,0.0,103,8,32,363,17,6,336.4,186564,29580,26815,0.0,132,0,0.0,0.0,0,39.0,0,223053,26152,58264,1.0,0,0,103.8,99,1456.0,0.0,466257,60690,0,87144,0.0,38712,344,462,805,369,6,0,56638,4956,2059,7,15.0,5.0,0,0.0,98,6,12,37,True
7683,0.0,0.0,10,0.0,0,1,45563,11.8,0.0,8,4154.0,8441,4154,60795,0.0,32,1,0,0,10.0,5.0,False,True,20.0,36706,33025,0.0,0,0.0,5.0,61,1,13,248,2,3,436.2,144936,22804,30870,0.0,84,0,0.0,0.0,0,3.0,0,191095,21676,48433,0.0,0,0,125.6,95,1456.0,0.0,377387,46545,150,84262,0.0,10198,0,427,2500,698,5,0,41351,2059,4955,1,1.0,35.0,0,0.0,80,1,8,43,False
7684,3.0,30.0,55,2.0,0,0,78007,16.2,22.0,27,9577.0,31574,9577,114600,0.0,48,4,2,1,35.0,0.0,True,True,54.0,64049,61175,0.0,0,0.0,15.0,118,8,32,1342,8,7,551.4,240182,40262,87464,0.0,99,0,5.0,0.0,0,42.0,0,436152,61801,101940,2.0,0,0,281.0,121,2152.0,74.0,737995,109317,2287,192481,8.0,32899,1029,689,938,1468,7,0,61656,7250,3071,2,3.0,55.0,0,0.0,141,4,7,75,False
7685,5.0,14.0,24,0.0,0,5,86635,16.6,20.0,17,22198.0,94810,22198,163146,0.0,32,7,8,4,11.0,1.0,False,False,19.0,69548,62825,0.0,3,5.0,0.0,100,12,48,870,16,8,642.0,290453,85982,42831,1.0,188,1,0.0,5.0,0,62.0,0,645515,71392,103762,1.0,0,0,144.2,86,2152.0,85.0,988063,160452,0,154496,50.0,44008,0,727,761,1149,5,2,52092,3073,7898,11,16.0,15.0,0,1.0,175,9,17,69,True
7686,2.0,9.0,25,0.0,0,9,59961,13.8,24.0,19,16799.0,56258,16799,75937,0.0,23,10,4,3,23.0,4.0,True,True,9.0,51655,45650,1.0,1,2.0,0.0,84,7,38,623,17,8,725.8,117114,29227,41127,0.0,119,0,0.0,0.0,0,32.0,0,315508,50203,62161,0.0,0,0,122.6,143,1648.0,0.0,518856,97040,1834,105926,0.0,22191,520,457,1575,672,8,2,86230,17605,2631,6,10.0,15.0,0,0.0,106,12,10,42,True
7687,12.0,20.0,35,1.0,0,0,55400,13.0,17.0,12,6109.0,34066,6109,95618,0.0,39,4,2,1,47.0,0.0,False,False,0.0,48935,46275,2.0,0,0.0,5.0,87,6,23,939,8,7,502.2,160324,39917,31021,0.0,135,0,0.0,0.0,0,28.0,0,285526,41693,73788,3.0,0,0,225.4,100,1648.0,0.0,496071,84245,0,122418,0.0,11363,272,452,1764,1026,5,0,50216,2632,17606,3,8.0,35.0,0,0.0,99,4,12,40,False
7688,0.0,11.0,48,1.0,0,1,96232,17.2,60.0,37,18166.0,38682,18166,334203,0.0,52,11,3,0,45.0,12.0,True,False,38.0,76927,74345,0.0,1,1.0,10.0,146,10,43,1711,15,7,810.8,409317,92398,99887,1.0,151,0,5.0,0.0,0,25.0,0,557974,70535,151754,1.0,0,0,326.0,243,2674.0,115.0,1029259,175003,0,276542,11.0,47297,314,771,2479,2030,6,0,61962,12063,24899,5,7.0,45.0,0,0.0,205,11,10,105,False
7689,2.0,14.0,75,2.0,1,8,114784,17.8,12.0,15,14857.0,144153,14857,229501,0.0,43,3,6,6,50.0,2.0,False,True,15.0,90374,87605,0.0,2,3.0,5.0,132,12,52,3012,20,9,565.6,446089,97203,98640,0.0,259,1,0.0,2.0,0,56.0,0,853884,113083,114390,2.0,0,0,237.6,245,2674.0,159.0,1451146,233878,4793,224785,23.0,62872,6211,833,1427,1609,12,1,151168,23586,11750,9,12.0,30.0,0,1.0,134,3,13,56,True
7690,9.0,93.0,70,2.0,1,6,101413,18.0,144.0,30,21635.0,88477,21635,429846,0.0,55,10,4,6,33.0,0.0,False,False,21.0,81381,74775,1.0,2,2.0,5.0,134,10,51,1591,20,10,566.2,219114,58026,45321,0.0,166,1,0.0,2.0,3,132.0,0,653036,109295,205022,1.0,0,0,178.4,242,2521.0,0.0,981950,194287,7608,264508,0.0,69365,6240,647,3012,2214,12,2,109797,26961,14161,8,14.0,45.0,0,0.0,199,13,10,74,True
7691,3.0,35.0,78,0.0,1,0,98185,17.6,67.0,10,27087.0,107853,27087,262241,0.0,51,2,9,0,37.0,23.0,True,True,2.0,80881,76650,8.0,1,4.0,10.0,105,12,55,3064,15,8,621.8,181616,41919,62995,0.0,160,0,5.0,0.0,1,86.0,0,689856,168498,144175,7.0,0,0,143.4,269,2521.0,0.0,952253,224583,0,235593,0.0,50588,5477,632,1089,1997,15,0,80778,14163,28419,9,19.0,45.0,0,0.0,138,2,19,59,False
7692,5.0,41.0,89,1.0,1,4,86674,16.8,29.0,10,20115.0,111339,20115,130957,0.0,42,0,6,4,19.0,10.0,True,True,30.0,74217,69500,13.0,2,2.0,0.0,97,13,57,515,27,8,679.8,285451,55408,56645,1.0,160,1,0.0,2.0,1,61.0,0,337702,62870,99360,10.0,0,0,142.8,201,2032.0,0.0,725772,133766,23,163907,0.0,43424,894,570,1859,1300,8,0,102616,15482,7897,8,12.0,25.0,0,0.0,146,3,12,0,True
7693,8.0,38.0,46,2.0,0,0,76437,15.8,27.0,28,14147.0,43637,14147,135997,0.0,57,0,4,0,23.0,4.0,False,False,16.0,68756,66950,1.0,0,0.0,10.0,133,13,41,847,12,8,465.6,189471,52876,57401,1.0,200,0,5.0,0.0,0,32.0,0,462837,69135,84188,2.0,0,0,282.4,143,2032.0,0.0,741106,129911,205,157076,0.0,26313,1123,600,1193,1830,10,0,88797,7898,15481,5,8.0,45.0,0,0.0,151,9,13,0,False
7694,0.0,0.0,31,0.0,0,3,47836,12.0,0.0,15,26758.0,55200,26758,63043,0.0,20,1,6,2,0.0,0.0,False,True,0.0,48058,41400,0.0,1,3.0,0.0,68,9,47,1360,26,12,658.4,157364,37863,11459,0.0,139,0,0.0,0.0,0,0.0,1,239688,29439,60369,0.0,1,0,148.0,56,1333.0,0.0,444806,75372,1735,76579,0.0,19520,2816,326,674,482,9,2,47749,8068,4747,9,16.0,5.0,0,0.0,46,2,3,23,True
7695,0.0,0.0,23,0.0,0,2,40788,11.2,0.0,9,2908.0,12208,2908,42654,0.0,47,3,1,1,0.0,0.0,True,False,0.0,36595,32775,0.0,0,0.0,5.0,71,4,19,858,5,5,301.0,40493,9892,38022,0.0,84,0,0.0,0.0,1,0.0,0,203952,29059,43067,0.0,0,0,133.2,71,1333.0,0.0,269584,42700,0,89161,0.0,7283,302,266,726,973,9,0,25133,3746,8067,1,1.0,45.0,0,0.0,52,5,1,25,False
7696,0.0,0.0,20,0.0,0,0,44593,11.8,0.0,7,10977.0,21795,10977,51468,0.0,27,3,1,1,0.0,0.0,False,False,0.0,38160,34450,0.0,0,0.0,0.0,72,4,19,353,7,6,516.0,102725,16767,29190,0.0,105,0,0.0,0.0,0,0.0,0,225872,27701,48755,0.0,0,0,137.4,128,1340.0,0.0,355115,47696,0,88843,0.0,20085,329,411,1130,649,6,0,26515,3226,10891,2,5.0,15.0,0,0.0,60,3,1,35,False
7697,0.0,0.0,21,0.0,0,5,52092,12.8,0.0,9,6023.0,43490,6023,43043,0.0,19,2,4,2,0.0,0.0,True,True,0.0,41055,35760,0.0,0,0.0,0.0,62,5,27,713,11,7,611.0,158426,27110,17958,0.0,164,0,0.0,0.0,0,0.0,0,241989,32235,48424,0.0,0,0,146.8,74,1340.0,0.0,443732,70240,59,69613,0.0,18093,0,381,746,495,5,1,43313,10893,3225,3,5.0,10.0,0,0.0,38,2,3,20,True
7698,0.0,22.0,46,0.0,0,17,51395,12.8,26.0,14,17713.0,67941,17713,51102,0.0,18,3,4,3,23.0,1.0,True,True,8.0,51081,44785,0.0,2,6.0,0.0,84,7,42,596,20,10,366.2,161201,34856,12909,0.0,120,1,0.0,2.0,0,14.0,0,238661,38751,61941,0.0,1,0,232.8,106,1469.0,67.0,447183,79083,0,80418,10.0,28427,240,369,1013,460,6,1,47318,5473,5565,9,13.0,5.0,0,0.0,88,4,6,43,True
7699,3.0,33.0,20,1.0,0,2,39916,11.2,33.0,14,4760.0,9924,4760,66650,0.0,42,3,3,0,134.0,1.0,False,False,0.0,37823,36225,4.0,0,0.0,10.0,78,6,18,775,8,8,369.0,46135,11942,35989,0.0,84,0,5.0,0.0,0,39.0,0,288503,42428,56349,3.0,0,0,229.4,127,1469.0,54.0,376075,59939,817,97816,24.0,14817,450,362,1263,1033,6,0,41434,5565,5472,1,1.0,45.0,0,1.0,65,4,2,42,False
7700,6.0,15.0,12,3.0,0,0,81372,16.0,25.0,9,16826.0,38470,16826,144817,0.0,40,5,2,0,76.0,5.0,False,True,10.0,63716,56593,2.0,0,0.0,10.0,96,7,29,0,13,6,553.8,191923,46355,58030,4.0,158,0,5.0,0.0,0,41.0,0,429155,52917,73774,2.0,0,0,101.0,143,2253.0,0.0,1116374,105085,5736,147143,0.0,32188,0,654,835,1235,5,0,495294,5810,15335,5,5.0,55.0,0,0.0,139,5,7,56,False
7701,2.0,56.0,35,0.0,1,4,92877,17.2,34.0,15,27436.0,103771,27436,187975,0.0,29,1,3,5,84.0,0.0,True,False,78.0,71164,63925,5.0,2,4.0,0.0,107,12,40,945,15,7,900.8,330299,58030,49863,0.0,211,1,0.0,2.0,1,48.0,0,474278,46625,89659,5.0,0,0,149.4,157,2253.0,0.0,912916,118470,0,145335,0.0,36235,1150,681,1744,1045,9,0,108333,13810,5810,11,17.0,25.0,0,0.0,142,1,13,66,True
7702,0.0,0.0,74,0.0,2,6,104504,18.0,0.0,18,15194.0,105642,15194,299613,0.0,56,5,5,3,0.0,0.0,False,False,0.0,83413,77150,0.0,1,2.0,5.0,128,13,53,2658,14,9,455.2,367087,84878,59394,0.0,245,0,5.0,0.0,0,0.0,0,550363,84245,152759,0.0,0,0,175.0,242,2435.0,0.0,971895,182142,0,233048,0.0,44778,631,645,2766,2042,7,1,54441,13015,20891,7,12.0,40.0,0,0.0,162,8,6,82,False
7703,0.0,0.0,71,0.0,1,1,101298,17.8,0.0,19,25854.0,89443,25854,244974,0.0,53,2,7,3,0.0,0.0,True,True,0.0,81937,79800,0.0,1,3.0,5.0,121,13,55,899,14,8,430.8,295564,54973,88544,0.0,218,1,0.0,1.0,0,0.0,0,616364,112189,124512,0.0,0,0,170.6,210,2435.0,0.0,1010108,187139,0,227083,0.0,54582,786,726,1716,1982,8,2,98174,19971,14022,8,18.0,40.0,0,0.0,139,2,11,64,True
7704,0.0,25.0,9,0.0,0,0,45152,12.0,13.0,11,7244.0,19596,7244,38126,0.0,33,3,0,0,18.0,3.0,False,False,15.0,36668,34845,0.0,0,0.0,5.0,72,2,11,796,3,5,495.8,201644,35430,26626,0.0,79,0,0.0,0.0,0,19.0,0,123533,13252,50445,1.0,0,0,131.2,87,1557.0,68.0,352674,48886,308,78565,4.0,12665,1550,408,912,839,10,0,27493,201,1493,2,4.0,40.0,0,0.0,76,3,10,35,False
7705,2.0,11.0,41,0.0,1,20,58470,13.6,8.0,28,18808.0,90073,18808,48753,0.0,11,9,2,4,27.0,4.0,True,True,7.0,52477,46943,2.0,1,4.0,0.0,97,5,33,981,19,7,538.6,153648,25346,38160,0.0,172,0,0.0,0.0,0,60.0,0,365338,35988,42655,1.0,0,0,138.4,58,1557.0,78.0,568572,62829,0,81018,30.0,36966,526,456,514,264,6,0,49584,1493,199,9,25.0,10.0,0,0.0,99,9,10,43,True
7706,0.0,14.0,13,1.0,0,16,43234,11.4,19.0,14,18515.0,66112,18515,33633,0.0,8,5,1,3,22.0,16.0,False,True,8.0,39738,29325,0.0,0,0.0,0.0,60,4,18,1880,16,6,263.0,94871,19277,6000,1.0,147,0,0.0,0.0,0,30.0,0,292919,19613,40091,1.0,0,0,138.0,32,1179.0,67.0,438626,39683,0,48074,31.0,18977,190,412,335,129,6,0,50835,792,1978,5,6.0,0.0,0,0.0,76,5,8,32,True
7707,1.0,16.0,11,1.0,0,0,30014,9.4,22.0,18,0.0,12486,0,34375,0.0,18,5,0,0,35.0,2.0,True,False,2.0,26393,21985,4.0,0,0.0,0.0,66,2,8,164,2,2,477.8,19896,4573,19651,0.0,64,0,0.0,0.0,0,19.0,0,187434,19562,31232,0.0,0,0,334.8,108,1179.0,52.0,243245,26115,0,51679,4.0,13187,0,332,824,324,4,0,35913,1978,791,0,0.0,30.0,0,0.0,50,6,6,26,False
7708,2.0,10.0,96,1.0,0,15,89761,17.0,22.0,26,25091.0,106293,25091,150461,0.0,35,9,8,4,31.0,1.0,True,False,3.0,77139,67425,3.0,4,9.0,0.0,117,15,58,539,24,11,694.2,570493,136814,40738,0.0,160,1,0.0,4.0,0,62.0,0,277071,20540,113271,2.0,1,0,192.6,163,2335.0,83.0,904441,165101,1297,166863,28.0,36862,548,614,1437,1343,7,2,56871,7744,12850,9,15.0,20.0,0,0.0,219,10,10,84,True
7709,0.0,26.0,53,1.0,1,0,81787,16.2,7.0,33,9810.0,56488,9810,163334,0.0,59,0,3,2,68.0,4.0,False,True,20.0,69353,66488,0.0,0,0.0,20.0,123,9,35,958,10,7,493.6,213703,39215,139700,2.0,178,0,5.0,0.0,1,28.0,0,506702,81107,51713,1.0,0,0,192.0,197,2335.0,99.0,870660,133177,0,199160,34.0,36351,1825,562,1520,2059,11,0,150250,12850,7744,3,5.0,50.0,0,2.0,122,0,12,57,False
7710,5.0,33.0,21,3.0,0,5,54675,13.2,16.0,14,20878.0,78737,20878,55484,0.0,20,6,3,3,29.0,6.0,True,False,23.0,52649,48650,2.0,3,6.0,0.0,88,7,27,442,15,7,695.6,250513,26438,5197,0.0,179,0,0.0,0.0,0,55.0,0,293772,34546,60314,4.0,0,0,156.4,62,1559.0,103.0,592363,62799,0,69611,27.0,17746,543,456,1052,563,8,0,48074,1811,4094,9,14.0,5.0,0,0.0,110,8,7,57,True
7711,3.0,42.0,27,0.0,0,4,51400,12.6,64.0,20,6630.0,18200,6630,69780,0.0,28,3,3,1,44.0,1.0,False,False,15.0,46106,42050,0.0,0,0.0,15.0,102,5,20,1324,9,7,541.8,27840,4337,27640,1.0,71,0,5.0,0.0,1,24.0,0,409845,43047,65747,2.0,0,0,207.2,78,1559.0,58.0,475135,51481,0,95203,0.0,21304,0,494,2571,756,5,0,37445,4094,1809,1,1.0,55.0,0,0.0,82,4,12,32,False
7712,0.0,17.0,51,1.0,0,17,52267,12.8,11.0,26,24886.0,66927,24886,48978,0.0,16,7,5,3,48.0,3.0,False,True,9.0,53772,48100,0.0,1,4.0,0.0,94,9,44,636,27,9,588.6,151843,38989,16024,0.0,128,0,0.0,0.0,0,36.0,0,240275,44536,48847,0.0,2,0,255.8,97,1452.0,0.0,441193,87678,0,67435,0.0,7212,598,411,935,313,9,2,49071,4150,2562,8,14.0,5.0,0,0.0,97,8,8,34,True
7713,1.0,12.0,17,0.0,0,0,41884,11.2,6.0,12,4646.0,10905,4646,52373,0.0,44,6,2,0,7.0,5.0,True,False,9.0,37792,35260,0.0,0,0.0,5.0,73,5,16,812,7,6,507.0,37214,14495,40933,0.0,71,0,0.0,0.0,0,34.0,0,271326,33608,58628,2.0,0,0,136.0,60,1452.0,0.0,337443,50668,0,103716,0.0,11940,464,375,515,1042,6,0,28901,2562,4150,1,1.0,45.0,0,0.0,62,7,5,36,False
7714,8.0,68.0,50,0.0,1,0,82872,16.2,18.0,28,14147.0,73184,14147,202739,0.0,45,11,4,3,63.0,2.0,True,False,24.0,68810,62200,6.0,0,0.0,10.0,130,12,40,473,15,8,614.8,123834,34622,58831,4.0,195,0,0.0,0.0,0,39.0,0,634277,70465,117146,1.0,0,0,155.0,342,2186.0,0.0,838807,110384,4510,192876,0.0,50538,2421,634,1741,1444,11,0,80691,5293,16893,5,8.0,50.0,0,0.0,139,11,15,63,False
7715,0.0,13.0,60,1.0,1,5,86728,17.0,105.0,33,20755.0,79098,20755,114699,0.0,40,9,6,2,21.0,12.0,False,False,0.0,73569,67480,0.0,2,5.0,0.0,139,11,45,1139,19,8,735.6,261104,55632,36517,0.0,140,0,0.0,0.0,1,6.0,0,459452,84946,109990,2.0,0,0,341.0,200,2186.0,0.0,822063,157445,0,151804,0.0,41729,1822,635,1811,1344,13,0,101503,16863,5292,8,15.0,25.0,0,0.0,149,10,19,54,True
7716,0.0,0.0,0,0.0,0,0,2983,2.4,0.0,4,0.0,0,0,895,0.0,1,0,0,0,0.0,0.0,False,False,0.0,4178,2000,0.0,0,0.0,0.0,11,0,0,0,0,0,38.0,1748,109,572,0.0,8,0,0.0,0.0,0,0.0,0,8016,567,1732,0.0,0,0,151.0,1,195.0,0.0,10409,796,0,2367,0.0,276,0,26,23,0,3,0,644,120,61,0,0.0,0.0,0,0.0,3,0,0,3,False
7717,0.0,0.0,0,0.0,0,1,3122,2.4,0.0,5,0.0,0,0,941,0.0,0,0,0,0,0.0,0.0,True,False,0.0,4769,2500,0.0,0,0.0,0.0,15,0,1,267,0,1,0.0,2822,572,497,0.0,8,0,0.0,0.0,0,0.0,0,12471,1227,1950,0.0,0,0,77.4,0,195.0,0.0,21604,1862,0,2567,0.0,801,0,36,70,0,2,0,6307,62,120,0,0.0,0.0,0,0.0,3,0,0,4,True
7718,0.0,20.0,44,2.0,1,0,68512,14.8,49.0,29,7843.0,68346,7843,143454,0.0,40,6,1,1,30.0,4.0,True,True,5.0,56731,52950,5.0,0,0.0,10.0,124,8,29,442,14,6,736.0,209680,54016,46374,0.0,130,0,5.0,0.0,0,65.0,0,332313,63222,106111,8.0,0,0,222.8,173,2014.0,0.0,601633,128994,1368,160687,0.0,16598,830,491,1698,1463,7,0,59635,11753,8198,3,6.0,50.0,0,0.0,170,6,7,72,False
7719,1.0,4.0,40,11.0,0,5,76999,15.8,10.0,13,28514.0,69846,28514,178421,0.0,29,1,7,4,32.0,20.0,False,False,1.0,67786,59225,4.0,2,4.0,0.0,97,8,40,1043,13,8,627.2,165569,42228,57811,0.0,268,1,0.0,1.0,1,17.0,0,635100,80266,105013,0.0,2,0,209.4,99,2014.0,0.0,890560,130383,0,176359,0.0,44327,510,604,3428,965,7,3,89884,7883,13530,10,16.0,15.0,0,0.0,97,1,6,53,True
7720,3.0,6.0,34,3.0,0,0,85992,17.0,55.0,13,7099.0,27898,7099,138983,0.0,34,3,1,0,19.0,7.0,True,True,27.0,65910,63445,1.0,0,0.0,20.0,113,6,27,2666,12,6,961.4,258184,41412,79104,2.0,152,0,5.0,0.0,0,29.0,0,592113,57394,78055,3.0,0,0,162.4,133,2397.0,123.0,930382,110534,5434,168425,0.0,41887,1406,864,1847,1289,9,0,80084,11722,11260,3,4.0,55.0,0,1.0,146,3,8,69,False
7721,2.0,11.0,42,0.0,0,7,97315,17.4,38.0,30,26395.0,89626,26395,102922,0.0,27,13,4,5,19.0,1.0,False,False,6.0,74493,66385,1.0,4,9.0,0.0,124,8,34,1493,16,9,1203.2,448216,77048,45313,0.0,215,1,0.0,3.0,0,57.0,0,541484,49532,90990,0.0,0,0,102.4,166,2397.0,145.0,1113317,137819,2765,148199,24.0,54140,649,787,1481,1051,7,2,123608,11234,11894,11,17.0,15.0,0,0.0,191,15,17,87,True
7722,1.0,0.0,19,0.0,0,0,48942,12.4,9.0,23,4973.0,18886,4973,54513,0.0,31,9,0,1,15.0,2.0,False,False,0.0,37364,35825,0.0,0,0.0,0.0,82,3,17,937,9,5,495.6,86982,20063,60307,0.0,108,0,0.0,0.0,0,14.0,0,267233,35469,32192,0.0,0,0,178.0,231,1425.0,0.0,410570,57206,2247,93347,0.0,13528,381,429,937,737,10,0,56350,1671,845,0,0.0,30.0,0,0.0,73,9,5,37,False
7723,6.0,4.0,30,0.0,0,8,57213,13.6,16.0,17,13241.0,35016,13241,80137,0.0,17,8,1,1,27.0,2.0,True,True,3.0,48071,44200,0.0,0,0.0,0.0,89,9,31,480,15,6,706.6,293317,57745,23747,1.0,132,0,0.0,0.0,0,23.0,0,118752,15763,59146,0.0,0,0,286.0,112,1425.0,0.0,506510,74357,690,84567,0.0,16666,314,530,1170,569,6,0,94438,846,1671,6,10.0,0.0,0,0.0,117,10,13,40,True
7724,2.0,18.0,32,0.0,1,9,58689,13.6,36.0,17,15435.0,83468,15435,56269,0.0,10,7,2,3,10.0,1.0,True,False,0.0,51589,42475,1.0,1,2.0,0.0,97,6,31,378,22,7,1024.6,201782,37005,22913,4.0,147,0,0.0,0.0,0,61.0,0,286393,19917,43031,4.0,0,0,341.6,178,1630.0,0.0,557971,59687,836,70860,0.0,7926,252,468,886,330,6,0,69787,2761,4911,7,13.0,10.0,0,0.0,114,9,5,46,True
7725,0.0,4.0,11,0.0,0,0,44316,11.6,19.0,10,5402.0,18056,5402,44632,0.0,31,1,0,1,14.0,0.0,False,False,1.0,37816,33460,0.0,0,0.0,5.0,63,3,10,834,5,3,493.0,93642,18360,38888,0.0,99,0,0.0,0.0,0,4.0,0,241898,19238,38524,0.0,0,0,80.6,81,1630.0,0.0,378882,42410,0,80178,0.0,4382,0,391,955,871,5,0,43338,4808,2760,2,3.0,35.0,0,0.0,58,1,8,28,False
7726,0.0,0.0,20,0.0,0,0,81204,15.8,0.0,5,22748.0,72682,22748,160071,0.0,45,1,4,3,0.0,0.0,False,True,0.0,67567,67408,0.0,4,9.0,15.0,103,8,31,800,10,7,711.0,244046,37823,81937,0.0,203,0,5.0,0.0,0,0.0,0,554440,61594,84477,0.0,0,0,118.2,65,2434.0,0.0,851525,103352,0,191206,0.0,32518,1386,677,1071,1670,11,0,53035,3931,24786,8,11.0,55.0,0,0.0,108,1,8,55,False
7727,0.0,0.0,36,0.0,2,15,103293,17.8,0.0,21,28014.0,120358,28014,111622,0.0,31,4,4,3,0.0,0.0,True,False,0.0,80705,72665,0.0,3,7.0,20.0,122,11,45,2539,18,9,755.4,272721,81175,42109,0.0,243,1,0.0,4.0,0,0.0,0,823772,62956,100399,0.0,0,0,232.0,233,2434.0,0.0,1215015,168922,783,147316,0.0,37373,1049,777,919,1127,10,1,118517,24786,4804,11,19.0,40.0,0,0.0,121,4,4,60,True
7728,5.0,12.0,14,3.0,0,0,52883,12.8,31.0,20,12091.0,34247,12091,90413,0.0,43,5,1,1,21.0,1.0,True,True,23.0,45309,41150,4.0,0,0.0,0.0,93,5,18,721,9,6,596.4,21330,9310,65869,1.0,112,0,0.0,0.0,0,21.0,0,416016,65941,53903,3.0,0,0,112.0,194,1769.0,94.0,490272,79826,777,125071,0.0,21951,656,481,834,1276,8,0,52921,4572,5292,3,3.0,25.0,0,0.0,106,8,9,42,False
