,allInPings,assistMePings,assists,baitPings,baronKills,bountyLevel,champExperience,champLevel,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodKill,firstTowerKill,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,itemsPurchased,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,sightWardsBoughtInGame,summonerLevel,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
7621,0.0,0.0,17,0.0,0,0,55507,13.2,0.0,13,6403.0,30316,6403,90714,0.0,34,5,2,0,0.0,0.0,True,False,0.0,45123,41425,0.0,0,0.0,15.0,86,4,18,1973,6,5,614.0,119100,21585,34386,0.0,117,0,5.0,0.0,0,0.0,0,289332,35699,68798,0.0,0,0,249.2,106,1679.0,0.0,459580,65707,0,110688,0.0,12397,0,489,943,989,4,0,51140,8417,7499,3,3.0,55.0,0,0.0,83,5,1,45,False
7622,0.0,0.0,59,0.0,0,2,84516,16.8,0.0,31,16848.0,74315,16848,161878,0.0,44,7,5,2,0.0,0.0,False,True,0.0,75291,69950,0.0,1,1.0,5.0,123,10,42,1236,15,9,567.8,157475,31782,62662,0.0,207,0,5.0,0.0,0,0.0,0,611487,76519,119053,0.0,0,0,284.4,184,2526.0,0.0,853095,123196,0,191503,0.0,51422,1657,667,1750,1500,9,1,84129,14890,9781,7,13.0,35.0,0,0.0,175,8,17,72,False
7623,0.0,0.0,88,0.0,2,4,97112,17.4,0.0,17,17750.0,102506,17750,145854,0.0,42,8,4,4,0.0,0.0,True,False,0.0,80015,76100,0.0,1,3.0,5.0,128,10,44,3187,17,11,628.4,184117,60849,33382,0.0,211,1,0.0,4.0,1,0.0,1,715240,90813,128861,0.0,1,0,131.4,138,2526.0,0.0,1014039,161604,5788,177550,0.0,40260,6549,688,1466,1553,13,3,114680,9937,15303,6,22.0,35.0,0,0.0,167,8,18,87,True
7624,0.0,17.0,57,0.0,0,0,48991,12.4,36.0,10,1500.0,12716,1500,112757,0.0,44,0,4,1,9.0,6.0,False,False,12.0,42385,39590,1.0,0,0.0,5.0,86,7,30,400,10,8,300.4,76336,27181,30562,0.0,84,0,0.0,0.0,0,46.0,0,193548,35918,83787,2.0,0,0,119.8,152,1471.0,0.0,337038,67790,1091,118030,0.0,16207,323,362,878,1000,7,0,67149,4685,3677,0,0.0,40.0,0,0.0,53,0,2,28,False
7625,0.0,3.0,60,0.0,0,17,55295,13.2,6.0,8,18640.0,61995,18640,102617,0.0,30,2,9,2,3.0,4.0,True,True,2.0,55021,50385,0.0,1,3.0,0.0,87,10,44,1016,22,8,362.4,97084,29848,29040,0.0,114,0,0.0,0.0,0,9.0,0,363885,65241,58968,3.0,0,0,192.2,234,1471.0,0.0,503085,98769,0,92699,0.0,13472,1068,415,819,743,9,0,42111,3678,4684,8,14.0,0.0,0,0.0,63,2,0,34,True
7626,1.0,6.0,19,0.0,0,0,42169,11.4,3.0,18,6049.0,14208,6049,57558,0.0,33,9,1,2,14.0,7.0,False,False,6.0,37219,35000,0.0,0,0.0,5.0,90,3,13,698,4,6,308.6,68028,15250,29459,0.0,108,0,5.0,0.0,1,3.0,0,241669,27157,62447,0.0,0,0,183.2,92,1420.0,0.0,335718,45239,0,98225,0.0,16537,848,360,1050,746,11,0,26017,2824,6315,2,2.0,45.0,0,0.0,89,10,10,40,False
7627,3.0,21.0,30,0.0,0,12,48515,12.2,12.0,19,21585.0,69017,21585,63557,0.0,14,7,2,1,14.0,0.0,True,True,16.0,49052,44105,1.0,1,4.0,0.0,101,9,33,731,24,7,734.2,129216,27627,16736,0.0,108,1,0.0,5.0,0,74.0,0,303336,44625,57057,0.0,0,0,214.8,146,1420.0,0.0,489003,78568,1558,76620,0.0,19082,3882,479,1341,358,10,0,56447,6312,2822,9,24.0,10.0,0,0.0,100,9,12,39,True
7628,0.0,3.0,41,0.0,0,2,68266,14.8,28.0,10,22770.0,78378,22770,92546,0.0,37,0,7,4,19.0,2.0,True,False,0.0,58761,54335,1.0,1,2.0,0.0,89,7,43,1519,17,10,600.0,113932,30917,68185,1.0,154,0,0.0,0.0,0,13.0,0,411912,58854,51501,0.0,1,0,119.4,105,1734.0,0.0,588364,95174,929,126200,0.0,27093,730,515,1328,1207,8,1,62515,5401,6510,6,10.0,15.0,0,0.0,73,0,7,30,True
7629,2.0,11.0,56,0.0,0,1,64950,14.2,33.0,14,5590.0,18228,5590,67853,0.0,43,4,2,0,3.0,1.0,False,False,8.0,55555,52320,0.0,0,0.0,5.0,91,6,37,363,14,7,491.2,248876,66089,32746,0.0,96,0,0.0,0.0,0,30.0,0,184311,28354,78973,0.0,0,0,273.0,126,1734.0,0.0,474268,100873,0,117115,0.0,15266,797,472,1073,1300,9,0,41078,6427,5394,3,5.0,35.0,0,0.0,108,5,3,56,False
7630,7.0,15.0,64,0.0,1,8,101709,17.6,10.0,20,18984.0,68874,18984,154559,0.0,51,3,7,3,7.0,1.0,False,False,6.0,85223,74188,1.0,5,10.0,0.0,123,14,61,1900,16,8,579.4,410807,85530,60408,0.0,210,0,0.0,0.0,2,18.0,0,570049,132224,142961,0.0,1,0,439.0,124,2352.0,90.0,1044620,233510,13981,208404,66.0,68367,28654,607,1238,1969,43,4,63762,15752,5029,10,14.0,40.0,0,0.0,137,3,8,59,True
7631,7.0,43.0,73,0.0,1,2,92225,17.2,77.0,36,18062.0,101503,18062,239750,0.0,61,12,5,2,26.0,1.0,True,True,38.0,76179,80635,2.0,0,0.0,25.0,129,11,51,4227,13,8,539.8,323987,57673,90241,3.0,111,0,5.0,0.0,0,112.0,0,537156,109794,171844,1.0,0,0,150.0,125,2352.0,67.0,912225,172502,1935,277887,8.0,66979,6064,581,1320,2249,9,0,51078,5032,15798,6,9.0,55.0,0,0.0,172,14,9,74,False
7632,1.0,12.0,29,2.0,0,0,44026,11.8,21.0,17,4123.0,32111,4123,95536,0.0,46,6,0,1,17.0,10.0,False,True,3.0,39847,38330,1.0,0,0.0,15.0,90,2,19,596,2,5,321.8,108486,28752,19328,0.0,91,0,5.0,0.0,0,26.0,0,211538,30198,81490,0.0,0,0,184.4,126,1380.0,0.0,368458,61835,2156,108895,0.0,19104,1160,378,1150,1056,11,0,48431,2880,8074,1,2.0,55.0,0,0.0,63,8,4,29,False
7633,1.0,5.0,65,1.0,0,17,54505,13.0,10.0,16,32533.0,68436,32533,67998,0.0,19,6,11,2,14.0,3.0,True,False,13.0,57549,52855,0.0,3,7.0,0.0,95,10,46,1945,26,13,510.2,78468,18437,31992,0.0,132,1,0.0,3.0,0,17.0,1,390833,66429,51895,0.0,1,0,229.8,83,1380.0,0.0,548507,92943,1113,86815,0.0,30149,921,464,597,530,11,2,79201,8073,2923,11,18.0,5.0,0,0.0,104,8,7,48,True
7634,3.0,8.0,15,0.0,0,0,43284,11.6,50.0,15,5530.0,42203,5530,49028,0.0,27,7,1,1,59.0,0.0,False,False,0.0,37093,36110,3.0,0,0.0,0.0,76,4,14,423,11,6,581.0,117406,25226,15265,1.0,120,0,0.0,0.0,0,30.0,0,235629,22054,67124,3.0,0,0,182.4,175,1434.0,0.0,389901,48571,0,88116,0.0,35442,268,361,833,590,6,0,36862,1289,5723,1,2.0,15.0,0,0.0,88,8,5,47,False
7635,0.0,19.0,22,0.0,0,8,48087,12.2,22.0,21,9264.0,41311,9264,64884,0.0,14,5,4,2,11.0,3.0,True,True,15.0,40860,34775,0.0,0,0.0,0.0,79,7,27,4396,12,7,675.6,88720,14598,28361,0.0,104,0,0.0,0.0,0,18.0,0,268701,41358,46019,0.0,0,0,232.8,88,1434.0,0.0,391543,61683,180,75674,0.0,25162,2393,367,604,381,9,0,34119,5723,1289,3,5.0,10.0,0,0.0,107,5,11,43,True
7636,1.0,25.0,52,0.0,0,3,88940,17.2,57.0,20,19132.0,55858,19132,163091,0.0,53,10,5,3,54.0,3.0,True,False,1.0,72009,64210,1.0,1,2.0,20.0,124,9,41,2017,14,8,697.6,236571,50078,58734,1.0,145,0,5.0,0.0,0,35.0,0,551391,68983,135095,0.0,0,0,105.0,180,2247.0,106.0,869823,128204,1214,204307,10.0,43196,7612,676,1159,1943,9,1,81856,9140,10473,6,9.0,55.0,0,1.0,148,11,11,66,False
7637,3.0,16.0,48,0.0,1,2,91332,17.0,26.0,15,23667.0,88060,23667,153188,0.0,41,4,9,2,38.0,1.0,False,False,12.0,73995,67733,1.0,4,8.0,5.0,112,11,53,2569,20,10,603.8,299724,56252,51917,1.0,205,1,0.0,3.0,0,38.0,0,538439,98985,107503,2.0,0,0,346.8,145,2247.0,114.0,926425,165716,0,168565,37.0,41535,192,597,1504,1591,6,3,88255,10473,9139,9,18.0,30.0,0,0.0,160,4,11,75,True
7638,1.0,16.0,22,2.0,1,11,42737,11.6,19.0,9,11168.0,56614,11168,69121,0.0,6,1,1,2,10.0,0.0,True,True,8.0,38514,32675,1.0,0,0.0,0.0,59,6,18,949,10,6,447.0,105007,17581,4261,1.0,140,0,0.0,0.0,0,39.0,0,212068,17788,44074,1.0,0,0,148.6,72,1293.0,79.0,366701,35832,1115,54268,20.0,26421,1351,316,876,140,12,0,49625,460,5929,3,8.0,5.0,0,0.0,67,1,7,35,True
7639,1.0,16.0,5,0.0,0,0,31084,9.4,11.0,5,4204.0,25774,4204,30360,0.0,18,1,0,1,36.0,4.0,False,False,9.0,28868,23680,1.0,0,0.0,0.0,48,2,6,1419,3,2,452.4,5519,37,19172,0.0,100,0,0.0,0.0,0,28.0,0,249271,22896,30768,1.0,0,0,122.6,69,1293.0,74.0,314042,28865,197,50401,4.0,14460,846,265,563,367,8,0,59251,5929,460,1,2.0,20.0,0,0.0,61,1,4,38,False
7640,0.0,0.0,70,0.0,3,5,105900,17.2,0.0,23,15100.0,104128,15100,129849,0.0,40,9,12,4,0.0,0.0,False,False,0.0,86854,81575,0.0,1,4.0,20.0,119,16,56,1448,21,10,576.8,452760,89237,80923,0.0,192,0,5.0,0.0,0,0.0,0,411164,45944,73034,0.0,0,0,180.2,233,2628.0,0.0,939661,145941,5050,156773,0.0,33586,1479,733,2998,1467,8,2,75731,10755,2811,6,14.0,50.0,0,0.0,191,9,7,70,False
7641,0.0,0.0,47,0.0,0,0,86156,16.4,0.0,31,27710.0,50141,27710,116405,0.0,56,2,3,2,0.0,0.0,True,True,0.0,77522,72805,0.0,4,7.0,5.0,125,10,40,2231,17,7,806.2,452333,75459,90199,0.0,139,1,0.0,3.0,0,0.0,0,388706,37299,75797,0.0,0,0,192.2,403,2628.0,0.0,908708,115575,1399,176756,0.0,22948,504,718,2428,2342,7,0,67663,2812,10754,10,21.0,30.0,0,0.0,186,5,9,87,True
7642,4.0,4.0,39,1.0,1,0,80576,16.2,40.0,27,4757.0,28073,4757,138103,0.0,63,0,2,0,46.0,9.0,False,False,5.0,62930,59720,2.0,0,0.0,20.0,110,9,37,420,12,7,491.2,294411,86642,82867,1.0,106,0,5.0,0.0,0,29.0,0,252904,33664,112421,2.0,0,0,100.6,175,2176.0,0.0,695543,130702,0,203915,0.0,40589,632,531,1081,1913,7,0,148225,10390,8621,0,0.0,55.0,0,0.0,85,0,10,0,False
7643,2.0,9.0,73,4.0,1,8,91836,17.2,16.0,17,18428.0,110298,18428,147439,0.0,37,0,6,5,36.0,3.0,True,True,9.0,75879,72405,1.0,3,13.0,0.0,130,18,63,1558,22,8,567.8,286378,80863,90396,0.0,245,1,0.0,3.0,0,74.0,0,541176,78114,64028,1.0,0,0,206.6,281,2176.0,0.0,906170,167602,2497,164820,0.0,49992,282,527,1491,1250,6,0,78610,8622,10390,9,14.0,0.0,0,1.0,168,4,4,0,True
7644,0.0,48.0,49,7.0,3,10,110565,18.0,72.0,8,25445.0,121336,25445,239405,0.0,43,2,7,4,55.0,23.0,False,False,18.0,85046,79550,4.0,3,3.0,10.0,114,10,45,1786,17,8,557.8,330125,54642,31858,1.0,166,1,0.0,3.0,1,114.0,0,610751,65754,155827,13.0,0,0,141.4,137,2516.0,0.0,1096406,143257,286,207639,0.0,39440,2231,727,1634,1467,10,0,155527,22856,19948,10,11.0,40.0,0,0.0,176,2,11,85,True
7645,0.0,11.0,47,0.0,0,0,95349,17.4,28.0,16,18307.0,64728,18307,188855,0.0,45,8,3,2,40.0,0.0,True,False,3.0,79351,74903,3.0,2,5.0,20.0,122,12,43,440,14,8,572.8,93810,26678,58394,0.0,205,0,5.0,0.0,0,28.0,0,975839,115630,106849,2.0,0,0,196.8,215,2516.0,0.0,1180012,160166,436,190882,0.0,47488,870,850,1256,1598,8,2,110363,17856,25634,8,11.0,55.0,0,1.0,170,8,17,65,False
7646,0.0,9.0,44,0.0,0,5,77282,15.8,43.0,30,20951.0,77753,20951,99516,0.0,28,12,7,3,56.0,4.0,False,True,15.0,64555,58900,2.0,3,4.0,0.0,113,10,41,491,22,9,743.2,229819,39797,31544,0.0,208,1,0.0,3.0,0,25.0,0,512190,63054,79024,1.0,0,0,239.8,99,1810.0,129.0,821677,115265,0,122638,27.0,41100,447,599,2672,772,7,0,79664,12410,12065,9,15.0,15.0,0,0.0,134,12,11,59,True
7647,2.0,5.0,22,0.0,0,0,66495,14.8,25.0,27,8279.0,36435,8279,98294,0.0,41,5,3,1,27.0,7.0,True,False,1.0,53077,51760,0.0,0,0.0,15.0,108,7,28,450,12,8,550.8,191503,29590,42002,0.0,135,0,5.0,0.0,0,7.0,0,339506,42985,90297,0.0,0,0,153.0,82,1810.0,114.0,602011,81823,0,144713,0.0,37112,0,588,1016,1256,5,0,70995,9245,12409,3,6.0,55.0,0,0.0,78,5,8,40,False
7648,0.0,0.0,22,0.0,0,16,45343,11.6,0.0,18,18031.0,53419,18031,34219,0.0,3,8,3,2,0.0,0.0,False,True,0.0,42220,37350,0.0,0,0.0,0.0,84,6,22,624,20,8,328.2,23097,5368,22224,0.0,172,0,0.0,0.0,1,0.0,0,375565,35856,27789,0.0,0,0,100.8,95,1225.0,0.0,448707,44362,0,51420,0.0,13299,0,443,896,73,5,0,50040,3134,1404,7,12.0,0.0,0,0.0,104,9,10,38,True
7649,0.0,0.0,1,0.0,0,0,33279,10.2,0.0,15,118.0,4805,118,32987,0.0,22,1,0,0,0.0,0.0,True,False,0.0,23603,19600,0.0,0,0.0,0.0,55,0,3,228,0,2,569.4,129686,21169,5904,0.0,50,0,0.0,0.0,0,0.0,0,94728,6576,46262,0.0,0,0,54.2,76,1225.0,0.0,235350,29152,773,55305,0.0,4155,257,284,734,424,5,0,10934,1404,3134,0,0.0,35.0,0,0.0,56,2,3,32,False
7650,1.0,9.0,62,1.0,0,9,72743,15.4,82.0,23,23287.0,74614,23287,112568,0.0,28,7,6,2,36.0,4.0,True,False,2.0,66949,57850,0.0,3,7.0,0.0,106,14,51,1566,18,9,677.4,21550,10945,38448,0.0,180,1,0.0,1.0,0,13.0,0,641499,105287,93806,0.0,0,0,197.0,183,1926.0,0.0,733337,125022,8968,137149,0.0,55667,6425,500,1121,945,12,1,70283,8786,4892,9,13.0,15.0,0,0.0,94,10,8,35,True
7651,16.0,24.0,34,6.0,0,0,63872,14.4,76.0,24,4656.0,25097,4656,163503,0.0,51,5,2,2,99.0,1.0,False,False,18.0,55021,49875,2.0,0,0.0,15.0,113,5,28,1049,13,6,544.0,124895,35892,14044,1.0,128,0,5.0,0.0,0,70.0,0,436747,59445,134393,10.0,0,0,134.4,107,1926.0,0.0,623099,100233,0,157226,0.0,29175,3696,559,664,1611,12,0,61453,4892,8784,2,3.0,55.0,0,0.0,137,6,11,51,False
7652,5.0,52.0,66,1.0,1,10,98586,17.6,84.0,12,20983.0,79688,20983,250345,0.0,51,4,4,4,26.0,2.0,False,False,36.0,83573,78650,7.0,1,1.0,5.0,117,17,66,327,26,9,562.4,314318,55846,153216,0.0,132,1,0.0,2.0,0,51.0,0,448765,78216,83223,2.0,0,0,188.0,212,2464.0,78.0,867187,162729,0,245383,12.0,81507,663,683,1938,1835,7,1,104099,28664,8937,9,13.0,40.0,0,0.0,151,4,7,57,True
7653,5.0,43.0,60,1.0,2,3,95550,17.4,31.0,22,21248.0,106027,21248,152430,0.0,66,3,3,2,32.0,3.0,True,False,21.0,84037,78555,2.0,1,1.0,5.0,125,10,51,1076,15,7,413.4,572882,151057,60829,1.0,181,0,5.0,0.0,0,113.0,0,402123,53351,108461,11.0,0,0,244.8,149,2464.0,114.0,1053712,213692,1996,198301,14.0,40808,300,705,1867,2207,7,0,78702,9281,29007,8,10.0,45.0,0,0.0,140,4,10,67,False
7654,1.0,24.0,81,1.0,2,9,97962,17.2,59.0,9,20442.0,93180,20442,176163,0.0,40,1,3,2,15.0,0.0,True,False,5.0,74509,69075,2.0,2,7.0,0.0,83,11,53,3250,20,7,789.2,181630,53280,62967,0.0,195,1,0.0,3.0,1,84.0,0,581353,83286,103591,0.0,0,0,278.0,206,2273.0,0.0,853009,139846,1890,185266,0.0,40220,1094,518,1591,1450,11,1,90021,3275,18702,8,19.0,30.0,0,0.0,150,1,2,55,True
7655,2.0,47.0,32,10.0,0,0,86814,16.6,254.0,15,15511.0,53289,15511,157410,0.0,53,2,6,2,58.0,0.0,False,True,10.0,68641,68325,6.0,0,0.0,10.0,108,11,40,1190,12,7,594.2,224404,57454,55440,0.0,149,0,5.0,0.0,0,21.0,0,585345,67986,120263,6.0,0,0,183.6,107,2273.0,0.0,966347,143831,1989,178982,0.0,30157,2994,684,2017,1732,12,0,156592,18387,3275,6,7.0,40.0,0,0.0,89,3,6,35,False
7656,2.0,4.0,14,0.0,0,11,31425,9.4,12.0,11,4902.0,28733,4902,16984,0.0,4,4,1,2,4.0,0.0,False,True,6.0,26606,21835,1.0,0,0.0,0.0,51,4,14,374,10,5,323.4,104044,14521,8637,3.0,84,0,0.0,0.0,0,35.0,0,117887,10981,22776,0.0,0,0,120.4,71,938.0,55.0,268763,28958,0,31671,0.0,15439,244,316,726,70,6,0,46828,3453,254,1,1.0,0.0,0,2.0,46,4,1,27,True
7657,2.0,10.0,3,1.0,0,0,22556,8.0,21.0,20,0.0,0,0,18143,0.0,14,1,0,0,29.0,3.0,True,False,2.0,18467,16610,1.0,0,0.0,0.0,52,1,4,0,2,3,512.0,51630,7842,15965,1.0,52,0,0.0,0.0,0,32.0,0,59485,6135,17878,1.0,0,0,82.4,15,938.0,44.0,138710,14232,56,37299,0.0,5879,352,173,314,261,11,0,27592,255,3452,0,0.0,5.0,0,0.0,36,1,2,18,False
7658,0.0,0.0,31,0.0,0,1,60467,14.0,0.0,26,6968.0,28735,6968,80006,0.0,31,4,0,0,0.0,0.0,True,False,0.0,48503,46400,0.0,0,0.0,15.0,108,8,28,1004,9,5,606.2,220715,49401,16014,0.0,96,0,5.0,0.0,0,0.0,0,215585,22605,83942,0.0,0,0,226.4,123,1678.0,0.0,506477,79849,742,107523,0.0,15603,918,457,904,879,11,0,70171,7841,7562,1,2.0,45.0,0,0.0,88,4,7,46,False
7659,0.0,0.0,29,0.0,1,1,65505,14.6,0.0,13,19183.0,83471,19183,82110,0.0,28,8,4,4,0.0,0.0,False,True,0.0,55510,50748,0.0,3,6.0,0.0,88,8,31,2313,12,7,499.6,118699,15373,51630,0.0,172,1,0.0,1.0,1,0.0,0,445694,61801,51007,0.0,0,0,180.4,97,1678.0,0.0,620268,84741,0,112481,0.0,30681,505,521,794,829,7,0,55869,7563,9839,8,10.0,5.0,0,0.0,95,8,6,51,True
7660,3.0,17.0,29,0.0,0,0,65586,14.6,22.0,36,19214.0,53150,19214,123730,0.0,43,17,1,2,30.0,0.0,False,False,0.0,56702,55125,0.0,0,0.0,10.0,126,6,27,1827,10,6,397.6,167459,31736,35714,0.0,143,0,0.0,0.0,0,51.0,0,432163,42143,99107,0.0,0,0,340.0,118,1905.0,106.0,665585,76667,1380,145245,10.0,41326,2486,560,1802,1295,12,0,65959,2784,10421,5,6.0,45.0,0,0.0,152,19,11,86,False
7661,0.0,11.0,51,1.0,2,9,84231,16.8,23.0,18,16075.0,98250,16075,82262,0.0,27,6,3,2,29.0,11.0,True,True,12.0,70309,62910,0.0,2,6.0,0.0,104,8,43,2079,17,6,651.6,153586,35238,34066,5.0,148,0,0.0,0.0,0,56.0,0,482256,72799,66405,1.0,0,0,332.4,95,1905.0,71.0,743583,118399,10050,103258,16.0,37364,7830,640,965,868,10,0,107737,10358,2783,9,17.0,25.0,0,0.0,136,8,21,43,True
7662,3.0,4.0,65,5.0,0,0,102798,17.8,38.0,8,16904.0,64582,16904,253700,0.0,59,1,8,4,31.0,4.0,False,True,11.0,83077,73875,2.0,1,1.0,20.0,118,11,55,5671,17,8,598.8,100969,28601,58688,0.0,177,0,5.0,0.0,0,53.0,0,849817,120295,123575,0.0,0,0,103.2,212,2562.0,0.0,1088527,165954,0,215416,0.0,39123,0,699,5546,1952,5,0,137737,17054,33148,6,9.0,50.0,0,0.0,131,1,9,55,False
7663,5.0,32.0,73,11.0,2,6,99798,17.6,56.0,9,16953.0,114670,16953,247635,0.0,56,1,9,2,26.0,2.0,True,False,7.0,86937,81475,0.0,4,6.0,5.0,114,12,59,3327,30,10,572.0,180632,57499,32305,0.0,192,1,0.0,2.0,0,68.0,0,689095,81045,157314,5.0,0,0,121.8,225,2562.0,0.0,962944,169941,0,206677,0.0,19249,1066,623,1227,2190,11,2,93213,31391,17053,8,10.0,30.0,0,0.0,147,2,7,75,True
7664,1.0,38.0,46,0.0,0,0,94853,17.0,48.0,19,17512.0,43200,17512,128351,0.0,64,2,5,1,26.0,0.0,False,False,5.0,77784,71700,0.0,0,0.0,15.0,115,10,45,971,16,9,437.6,481291,81117,52861,0.0,135,0,5.0,0.0,0,42.0,0,395473,47717,113608,0.0,0,0,174.8,219,2411.0,74.0,962465,146381,0,173303,32.0,28828,475,755,2455,2187,8,1,85696,17543,6830,5,8.0,55.0,0,0.0,103,2,7,47,False
7665,5.0,18.0,51,3.0,2,8,114168,18.0,23.0,25,24347.0,138023,24347,98082,0.0,45,6,9,5,31.0,1.0,True,False,3.0,89344,80350,3.0,3,4.0,0.0,131,16,64,3033,19,10,570.2,388568,52129,84205,1.0,246,1,0.0,2.0,0,34.0,0,727259,86182,79263,0.0,0,0,154.4,91,2411.0,128.0,1190513,144776,2313,181015,45.0,53998,1472,786,1048,1542,9,1,74678,6459,17542,10,16.0,30.0,0,1.0,176,6,8,81,True
7666,5.0,16.0,18,1.0,1,4,67904,14.6,17.0,25,17415.0,73065,17415,96982,0.0,27,4,4,2,8.0,6.0,True,False,15.0,56612,51700,4.0,2,4.0,5.0,107,5,29,937,14,7,797.4,153823,25508,30898,5.0,204,1,0.0,4.0,0,40.0,0,450777,53402,79874,2.0,0,0,182.6,88,1785.0,116.0,718380,94451,3559,115522,38.0,31555,420,516,1026,845,7,0,113776,15538,4745,8,12.0,30.0,0,0.0,96,6,4,47,True
7667,5.0,29.0,27,0.0,0,1,57441,13.6,56.0,23,20737.0,64761,20737,94261,0.0,29,4,2,2,23.0,10.0,False,False,10.0,51154,50033,3.0,1,2.0,10.0,110,8,27,794,13,7,658.4,126876,26647,26890,0.0,98,0,5.0,0.0,0,36.0,0,346446,47904,81713,1.0,0,0,169.6,80,1785.0,65.0,524722,78892,2476,124286,4.0,28648,3027,497,673,919,14,0,51396,4338,15679,6,10.0,40.0,0,0.0,102,6,7,52,False
7668,0.0,14.0,7,2.0,0,0,33530,10.2,9.0,9,579.0,7915,579,41147,0.0,25,0,0,0,117.0,0.0,False,False,11.0,27923,26300,5.0,0,0.0,5.0,58,1,10,500,2,4,499.4,37388,4268,15972,0.0,44,0,0.0,0.0,0,5.0,0,158488,16710,48602,0.0,0,0,207.0,59,1177.0,0.0,215073,23857,0,66898,0.0,8773,798,298,1305,552,10,0,19195,2874,2321,0,0.0,30.0,0,0.0,47,0,4,27,False
7669,3.0,16.0,20,0.0,0,1,40172,11.0,17.0,14,15657.0,47573,15657,28267,0.0,10,2,1,2,7.0,3.0,True,False,0.0,38956,36525,2.0,1,3.0,0.0,64,5,25,279,14,5,599.0,101657,15601,6133,0.0,112,0,0.0,0.0,0,20.0,0,227004,34286,36973,0.0,0,0,134.2,114,1177.0,0.0,363048,51966,320,45738,0.0,12954,356,353,751,260,5,1,34383,2074,2626,6,8.0,0.0,0,0.0,46,3,0,34,True
7670,0.0,0.0,0,0.0,0,0,443,1.2,4.0,5,0.0,0,0,156,0.0,0,0,0,0,1.0,0.0,False,False,0.0,2605,2500,0.0,0,0.0,0.0,14,0,0,0,0,0,0.0,613,0,0,0.0,4,0,0.0,0.0,0,0.0,0,1852,0,411,0.0,0,0,126.8,0,107.0,0.0,3263,0,0,411,0.0,124,124,1,1,0,2,0,796,0,0,0,0.0,0.0,0,0.0,2,0,0,3,True
7671,0.0,0.0,0,0.0,0,0,226,1.0,0.0,9,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,False,False,0.0,2560,2500,0.0,0,0.0,0.0,20,0,0,0,0,0,0.0,129,0,0,0.0,0,0,0.0,0.0,0,0.0,0,976,0,0,0.0,0,0,157.2,0,107.0,0.0,1105,0,0,0,0.0,0,0,3,5,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,1,False
7672,9.0,16.0,55,0.0,1,1,67256,14.6,80.0,26,17446.0,75173,17446,143229,0.0,34,10,6,2,15.0,4.0,False,False,17.0,61923,55210,2.0,0,0.0,10.0,123,8,42,1466,13,7,694.6,304002,48153,23899,0.0,156,0,5.0,0.0,0,90.0,0,319576,66807,93535,2.0,0,0,169.6,143,1966.0,0.0,671173,118719,0,129568,0.0,28820,768,492,1526,1166,7,1,47591,3754,12130,6,8.0,40.0,0,2.0,131,11,11,55,False
7673,0.0,27.0,48,0.0,0,6,67989,14.8,48.0,12,24748.0,71683,24748,118145,0.0,42,3,4,3,90.0,2.0,True,False,16.0,60850,54808,2.0,2,4.0,0.0,111,9,34,1234,12,8,423.8,56590,22171,50701,0.0,162,1,0.0,3.0,1,54.0,0,536640,67280,99452,0.0,0,0,172.0,144,1966.0,0.0,686604,101300,0,153899,0.0,44540,2843,521,1432,1250,13,0,93370,11845,3740,8,14.0,30.0,0,0.0,126,3,10,58,True
7674,2.0,47.0,57,0.0,1,0,108028,17.6,51.0,29,17027.0,69234,17027,171424,0.0,55,12,5,3,17.0,5.0,True,True,6.0,87816,83608,1.0,2,4.0,10.0,133,12,55,1253,16,8,779.4,434326,105879,57468,0.0,209,0,5.0,0.0,0,55.0,0,639720,68001,141459,0.0,0,0,104.2,218,2763.0,133.0,1185860,192296,2414,213995,28.0,52019,1322,796,1182,2290,9,0,111810,18410,15063,7,11.0,50.0,0,0.0,246,12,18,102,False
